shipment_id,customer_id,route_id,origin_address,destination_address,weight_kg,package_type,service_type,pickup_date,estimated_delivery,actual_delivery,status,total_cost_idr,tracking_number
SHP00130,CUS0450,RTE029,"Jl. Pahlawan No. 148, Surabaya","Jl. Ahmad Yani No. 55, Manado",46.2,paket_sedang,regular,2022-07-16,2022-07-21,2022-07-21,delivered,785400,TRK2207160002
SHP00131,CUS0521,RTE022,"Jl. Sudirman No. 21, Surabaya","Jl. Kenanga No. 276, Semarang",40.0,dokumen,regular,2024-01-27,2024-01-30,2024-01-30,delivered,360000,TRK2401270001
SHP00132,CUS0585,RTE055,"Jl. Pajajaran No. 228, Makassar","Jl. Anggrek No. 65, Surabaya",41.6,paket_kecil,regular,2022-09-03,2022-09-07,2022-09-07,delivered,499200,TRK2209030001
SHP00133,CUS0443,RTE064,"Jl. Ahmad Yani No. 45, Yogyakarta","Jl. Diponegoro No. 143, Semarang",36.6,paket_kecil,regular,2022-06-11,2022-06-13,2022-06-15,delivered,274500,TRK2206110001
SHP00134,CUS0228,RTE010,"Jl. Hayam Wuruk No. 81, Jakarta","Jl. Anggrek No. 172, Denpasar",13.9,paket_sedang,express,2022-06-01,2022-06-04,2022-06-06,delivered,458700,TRK2206010001
SHP00135,CUS0323,RTE005,"Jl. Cendrawasih No. 52, Jakarta","Jl. Margonda No. 267, Semarang",15.9,paket_besar,express,2022-03-14,2022-03-15,2022-03-18,delivered,349800,TRK2203140002
SHP00136,CUS0009,RTE032,"Jl. Diponegoro No. 193, Bandung","Jl. Veteran No. 101, Bogor",13.3,paket_kecil,regular,2024-10-14,2024-10-16,2024-10-16,delivered,106400,TRK2410140001
SHP00137,CUS0204,RTE012,"Jl. Anggrek No. 110, Jakarta","Jl. Sudirman No. 223, Palembang",3.5,paket_sedang,regular,2022-12-31,2023-01-03,2023-01-02,delivered,33250,TRK2212310001
SHP00138,CUS0270,RTE079,"Jl. Imam Bonjol No. 299, Pontianak","Jl. Veteran No. 179, Jakarta",24.3,paket_sedang,regular,2023-09-07,2023-09-11,,in_transit,279450,TRK2309070001
SHP00139,CUS0238,RTE038,"Jl. Raya Bogor No. 249, Bandung","Jl. Melati No. 201, Cirebon",29.9,paket_sedang,regular,2022-07-17,2022-07-19,2022-07-19,delivered,239200,TRK2207170001
SHP00140,CUS0295,RTE054,"Jl. Mawar No. 167, Makassar","Jl. Veteran No. 218, Balikpapan",5.9,paket_sedang,regular,2022-08-21,2022-08-25,,in_transit,67850,TRK2208210001
SHP00141,CUS0356,RTE051,"Jl. Margonda No. 66, Medan","Jl. Setiabudi No. 248, Batam",42.0,paket_besar,express,2024-04-23,2024-04-25,2024-04-26,delivered,1071000,TRK2404230001
SHP00142,CUS0030,RTE038,"Jl. Ahmad Yani No. 260, Bandung","Jl. Merdeka No. 210, Cirebon",3.1,paket_besar,regular,2023-10-13,2023-10-15,2023-10-15,delivered,24800,TRK2310130002
SHP00143,CUS0453,RTE055,"Jl. Imam Bonjol No. 134, Makassar","Jl. Thamrin No. 138, Surabaya",24.3,paket_kecil,express,2022-04-04,2022-04-07,2022-04-07,delivered,656100,TRK2204040001
SHP00144,CUS0420,RTE029,"Jl. Mangga No. 86, Surabaya","Jl. Kenanga No. 106, Manado",39.0,paket_kecil,express,2023-11-07,2023-11-10,2023-11-10,delivered,1365000,TRK2311070001
SHP00145,CUS0553,RTE003,"Jl. Pajajaran No. 11, Jakarta","Jl. Imam Bonjol No. 47, Tangerang",39.0,paket_kecil,regular,2022-05-10,2022-05-11,2022-05-12,delivered,273000,TRK2205100001
SHP00146,CUS0532,RTE027,"Jl. Gajah Mada No. 275, Surabaya","Jl. Merdeka No. 81, Medan",41.9,paket_kecil,same_day,2023-04-15,2023-04-15,2023-04-15,delivered,2702550,TRK2304150001
SHP00147,CUS0166,RTE048,"Jl. Hayam Wuruk No. 212, Medan","Jl. Merdeka No. 284, Palembang",36.7,fragile,regular,2022-02-11,2022-02-16,2022-02-18,delivered,550500,TRK2202110001
SHP00148,CUS0540,RTE014,"Jl. Anggrek No. 204, Jakarta","Jl. Melati No. 22, Pekanbaru",7.9,paket_kecil,regular,2023-05-22,2023-05-27,2023-05-26,delivered,110600,TRK2305220001
SHP00149,CUS0127,RTE049,"Jl. Kebon Jeruk No. 206, Medan","Jl. Diponegoro No. 139, Banda Aceh",43.1,dokumen,express,2024-04-30,2024-05-01,2024-04-30,delivered,1099050,TRK2404300001
SHP00150,CUS0555,RTE078,"Jl. Diponegoro No. 49, Pontianak","Jl. Pajajaran No. 201, Balikpapan",9.8,paket_sedang,regular,2023-10-25,2023-10-29,2023-10-29,delivered,127400,TRK2310250001
SHP00151,CUS0024,RTE039,"Jl. Ahmad Yani No. 235, Bandung","Jl. Merdeka No. 52, Denpasar",13.3,paket_sedang,express,2024-02-11,2024-02-13,,in_transit,425600,TRK2402110001
SHP00152,CUS0299,RTE055,"Jl. Gatot Subroto No. 114, Makassar","Jl. Cendrawasih No. 288, Surabaya",14.0,paket_kecil,express,2024-12-28,2024-12-31,2025-01-01,delivered,378000,TRK2412280001
SHP00153,CUS0392,RTE003,"Jl. Melati No. 202, Jakarta","Jl. Gajah Mada No. 280, Tangerang",35.8,paket_sedang,express,2022-02-20,2022-02-21,2022-02-21,delivered,501200,TRK2202200001
SHP00154,CUS0238,RTE058,"Jl. Gajah Mada No. 245, Denpasar","Jl. Mangga No. 56, Surabaya",32.2,paket_kecil,express,2022-06-21,2022-06-22,2022-06-22,delivered,692300,TRK2206210001
SHP00155,CUS0174,RTE027,"Jl. Melati No. 128, Surabaya","Jl. Gatot Subroto No. 73, Medan",20.2,paket_besar,express,2023-04-22,2023-04-25,2023-04-25,delivered,868600,TRK2304220001
SHP00156,CUS0506,RTE033,"Jl. Cendrawasih No. 160, Bandung","Jl. Pajajaran No. 173, Semarang",41.7,dokumen,express,2024-04-12,2024-04-14,,in_transit,792300,TRK2404120001
SHP00157,CUS0006,RTE035,"Jl. Margonda No. 108, Bandung","Jl. Setiabudi No. 288, Surabaya",39.8,paket_sedang,regular,2023-04-28,2023-05-02,2023-05-02,delivered,457700,TRK2304280001
SHP00158,CUS0495,RTE066,"Jl. Kenanga No. 42, Yogyakarta","Jl. Asia Afrika No. 218, Bandung",35.0,paket_kecil,same_day,2022-01-28,2022-01-28,2022-01-28,delivered,1181250,TRK2201280001
SHP00159,CUS0125,RTE022,"Jl. Merdeka No. 225, Surabaya","Jl. Asia Afrika No. 20, Semarang",44.3,paket_sedang,express,2024-12-10,2024-12-11,2024-12-12,delivered,797400,TRK2412100001
SHP00160,CUS0561,RTE054,"Jl. Imam Bonjol No. 5, Makassar","Jl. Pemuda No. 61, Balikpapan",21.8,paket_kecil,express,2023-07-10,2023-07-12,2023-07-13,delivered,501400,TRK2307100001
SHP00161,CUS0381,RTE073,"Jl. Kebon Jeruk No. 85, Pekanbaru","Jl. Diponegoro No. 149, Medan",26.2,paket_kecil,express,2024-01-31,2024-02-01,2024-02-02,delivered,602600,TRK2401310001
SHP00162,CUS0258,RTE061,"Jl. Mawar No. 108, Denpasar","Jl. Hayam Wuruk No. 70, Yogyakarta",8.3,paket_besar,express,2022-01-21,2022-01-23,2022-01-23,delivered,178450,TRK2201210001
SHP00163,CUS0184,RTE020,"Jl. Melati No. 35, Surabaya","Jl. Sudirman No. 160, Malang",35.1,paket_kecil,regular,2025-01-06,2025-01-07,2025-01-08,delivered,263250,TRK2501060001
SHP00164,CUS0097,RTE008,"Jl. Cempaka No. 240, Jakarta","Jl. Cempaka No. 81, Solo",3.4,paket_sedang,regular,2023-12-08,2023-12-11,2023-12-12,delivered,35700,TRK2312080001
SHP00165,CUS0198,RTE036,"Jl. Pemuda No. 219, Bandung","Jl. Mangga No. 157, Solo",18.4,paket_besar,regular,2025-01-13,2025-01-16,,returned,174800,TRK2501130001
SHP00166,CUS0208,RTE010,"Jl. Mangga No. 79, Jakarta","Jl. Asia Afrika No. 111, Denpasar",14.1,paket_kecil,regular,2022-09-17,2022-09-21,2022-09-23,delivered,197400,TRK2209170001
SHP00167,CUS0393,RTE043,"Jl. Mangga No. 142, Semarang","Jl. Pajajaran No. 243, Surabaya",10.5,dokumen,regular,2023-03-20,2023-03-23,2023-03-23,delivered,94500,TRK2303200001
SHP00168,CUS0151,RTE019,"Jl. Pahlawan No. 244, Jakarta","Jl. Sudirman No. 166, Banjarmasin",4.0,fragile,regular,2024-11-13,2024-11-17,2024-11-19,delivered,54000,TRK2411130001
SHP00169,CUS0436,RTE061,"Jl. Hayam Wuruk No. 155, Denpasar","Jl. Anggrek No. 61, Yogyakarta",12.1,paket_kecil,same_day,2024-02-29,2024-02-29,2024-03-02,delivered,390225,TRK2402290001
SHP00170,CUS0364,RTE040,"Jl. Anggrek No. 163, Semarang","Jl. Anggrek No. 41, Yogyakarta",44.2,paket_besar,regular,2023-07-23,2023-07-25,,in_transit,331500,TRK2307230001
SHP00171,CUS0147,RTE056,"Jl. Kenanga No. 227, Makassar","Jl. Melati No. 129, Kendari",34.3,paket_sedang,regular,2023-12-15,2023-12-18,,in_transit,325850,TRK2312150001
SHP00172,CUS0183,RTE004,"Jl. Gajah Mada No. 239, Jakarta","Jl. Setiabudi No. 178, Bekasi",36.5,paket_kecil,express,2023-01-27,2023-01-28,2023-01-28,delivered,565750,TRK2301270001
SHP00173,CUS0184,RTE002,"Jl. Merdeka No. 227, Jakarta","Jl. Gajah Mada No. 270, Bogor",9.8,paket_sedang,regular,2022-07-12,2022-07-13,2022-07-16,delivered,73500,TRK2207120001
SHP00174,CUS0260,RTE065,"Jl. Sudirman No. 140, Yogyakarta","Jl. Thamrin No. 141, Surabaya",32.1,paket_kecil,express,2023-06-03,2023-06-04,2023-06-04,delivered,545700,TRK2306030001
SHP00175,CUS0059,RTE074,"Jl. Sudirman No. 242, Palembang","Jl. Cempaka No. 233, Lampung",24.6,paket_sedang,express,2025-01-22,2025-01-23,2025-01-25,delivered,565800,TRK2501220001
SHP00176,CUS0040,RTE048,"Jl. Sudirman No. 79, Medan","Jl. Margonda No. 91, Palembang",43.6,paket_kecil,regular,2022-09-02,2022-09-07,2022-09-07,delivered,654000,TRK2209020001
SHP00177,CUS0064,RTE041,"Jl. Asia Afrika No. 279, Semarang","Jl. Ahmad Yani No. 100, Solo",32.8,paket_besar,regular,2023-10-11,2023-10-13,2023-10-16,delivered,246000,TRK2310110001
SHP00178,CUS0174,RTE076,"Jl. Pajajaran No. 188, Palembang","Jl. Anggrek No. 8, Jakarta",47.0,paket_sedang,express,2022-05-06,2022-05-08,,in_transit,869500,TRK2205060001
SHP00179,CUS0067,RTE025,"Jl. Setiabudi No. 257, Surabaya","Jl. Diponegoro No. 137, Makassar",4.3,paket_sedang,regular,2023-02-11,2023-02-15,2023-02-16,delivered,51600,TRK2302110001
SHP00180,CUS0420,RTE023,"Jl. Kebon Jeruk No. 2, Surabaya","Jl. Pemuda No. 141, Denpasar",28.1,paket_kecil,regular,2022-06-26,2022-06-29,2022-06-30,delivered,266950,TRK2206260001
SHP00181,CUS0475,RTE012,"Jl. Asia Afrika No. 47, Jakarta","Jl. Pahlawan No. 45, Palembang",9.4,paket_sedang,regular,2022-12-13,2022-12-16,2022-12-18,delivered,89300,TRK2212130001
SHP00182,CUS0223,RTE048,"Jl. Mawar No. 42, Medan","Jl. Pajajaran No. 127, Palembang",15.5,paket_sedang,regular,2022-09-29,2022-10-04,2022-10-04,delivered,232500,TRK2209290001
SHP00183,CUS0389,RTE037,"Jl. Pahlawan No. 143, Bandung","Jl. Diponegoro No. 290, Malang",15.8,paket_kecil,regular,2023-07-13,2023-07-17,2023-07-20,delivered,189600,TRK2307130001
SHP00184,CUS0182,RTE038,"Jl. Ahmad Yani No. 226, Bandung","Jl. Ahmad Yani No. 48, Cirebon",24.5,paket_sedang,regular,2024-12-07,2024-12-09,2024-12-09,delivered,196000,TRK2412070001
SHP00185,CUS0175,RTE005,"Jl. Mangga No. 198, Jakarta","Jl. Diponegoro No. 276, Semarang",28.5,fragile,regular,2023-12-12,2023-12-15,2023-12-16,delivered,270750,TRK2312120001
SHP00186,CUS0296,RTE027,"Jl. Hayam Wuruk No. 258, Surabaya","Jl. Kenanga No. 138, Medan",4.6,paket_besar,regular,2023-03-23,2023-03-29,2023-03-30,delivered,96600,TRK2303230001
SHP00187,CUS0033,RTE015,"Jl. Anggrek No. 96, Jakarta","Jl. Melati No. 72, Makassar",23.4,paket_kecil,express,2024-02-13,2024-02-16,2024-02-17,delivered,760500,TRK2402130001
SHP00188,CUS0035,RTE042,"Jl. Margonda No. 54, Semarang","Jl. Kebon Jeruk No. 184, Malang",43.5,dokumen,regular,2024-08-31,2024-09-03,2024-09-03,delivered,413250,TRK2408310001
SHP00189,CUS0103,RTE024,"Jl. Gajah Mada No. 157, Surabaya","Jl. Pahlawan No. 240, Bandung",27.4,paket_besar,regular,2024-07-23,2024-07-27,2024-07-28,delivered,315100,TRK2407230001
SHP00190,CUS0446,RTE052,"Jl. Melati No. 125, Makassar","Jl. Ahmad Yani No. 192, Manado",30.1,paket_sedang,regular,2023-09-07,2023-09-12,2023-09-11,delivered,451500,TRK2309070002
SHP00191,CUS0240,RTE065,"Jl. Asia Afrika No. 216, Yogyakarta","Jl. Cendrawasih No. 138, Surabaya",47.7,paket_sedang,regular,2022-12-02,2022-12-05,2022-12-06,delivered,429300,TRK2212020001
SHP00192,CUS0308,RTE077,"Jl. Margonda No. 269, Pontianak","Jl. Merdeka No. 291, Singkawang",37.6,paket_kecil,regular,2022-04-21,2022-04-23,2022-04-28,delivered,300800,TRK2204210001
SHP00193,CUS0317,RTE019,"Jl. Gajah Mada No. 235, Jakarta","Jl. Imam Bonjol No. 85, Banjarmasin",23.1,paket_sedang,regular,2022-12-19,2022-12-23,,in_transit,311850,TRK2212190001
SHP00194,CUS0309,RTE040,"Jl. Gatot Subroto No. 95, Semarang","Jl. Veteran No. 105, Yogyakarta",21.9,paket_besar,regular,2024-02-06,2024-02-08,2024-02-07,delivered,164250,TRK2402060002
SHP00195,CUS0164,RTE045,"Jl. Asia Afrika No. 242, Semarang","Jl. Kenanga No. 202, Medan",35.0,fragile,express,2024-02-10,2024-02-13,2024-02-15,delivered,1575000,TRK2402100001
SHP00196,CUS0249,RTE013,"Jl. Imam Bonjol No. 66, Jakarta","Jl. Hayam Wuruk No. 69, Padang",20.1,paket_kecil,regular,2024-05-19,2024-05-24,2024-05-25,delivered,311550,TRK2405190001
SHP00197,CUS0547,RTE010,"Jl. Gajah Mada No. 251, Jakarta","Jl. Raya Bogor No. 14, Denpasar",11.2,paket_sedang,same_day,2023-04-27,2023-04-27,2023-04-27,delivered,554400,TRK2304270001
SHP00198,CUS0349,RTE065,"Jl. Sudirman No. 204, Yogyakarta","Jl. Gatot Subroto No. 118, Surabaya",7.0,paket_kecil,regular,2023-09-11,2023-09-14,,in_transit,63000,TRK2309110002
SHP00199,CUS0446,RTE012,"Jl. Hayam Wuruk No. 197, Jakarta","Jl. Kebon Jeruk No. 93, Palembang",21.3,paket_kecil,regular,2024-09-11,2024-09-14,2024-09-13,delivered,202350,TRK2409110001
SHP00200,CUS0432,RTE023,"Jl. Pahlawan No. 204, Surabaya","Jl. Raya Bogor No. 265, Denpasar",41.7,paket_sedang,regular,2023-12-11,2023-12-14,2023-12-15,delivered,396150,TRK2312110001
SHP00201,CUS0104,RTE052,"Jl. Sudirman No. 83, Makassar","Jl. Hayam Wuruk No. 66, Manado",28.8,paket_kecil,regular,2022-01-24,2022-01-29,2022-01-30,delivered,432000,TRK2201240001
SHP00202,CUS0412,RTE055,"Jl. Setiabudi No. 28, Makassar","Jl. Pemuda No. 218, Surabaya",13.0,paket_sedang,express,2024-07-11,2024-07-14,2024-07-15,delivered,351000,TRK2407110001
SHP00203,CUS0485,RTE043,"Jl. Kenanga No. 187, Semarang","Jl. Asia Afrika No. 92, Surabaya",49.0,paket_sedang,regular,2022-06-13,2022-06-16,2022-06-16,delivered,441000,TRK2206130001
SHP00204,CUS0346,RTE076,"Jl. Ahmad Yani No. 102, Palembang","Jl. Anggrek No. 233, Jakarta",21.8,paket_sedang,regular,2022-09-06,2022-09-09,,in_transit,207100,TRK2209060001
SHP00205,CUS0502,RTE059,"Jl. Gajah Mada No. 26, Denpasar","Jl. Cempaka No. 190, Lombok",12.7,paket_kecil,regular,2022-02-18,2022-02-20,2022-02-21,delivered,101600,TRK2202180001
SHP00206,CUS0184,RTE038,"Jl. Gajah Mada No. 214, Bandung","Jl. Sudirman No. 229, Cirebon",16.3,paket_sedang,express,2022-08-17,2022-08-18,2022-08-18,delivered,277100,TRK2208170001
SHP00207,CUS0038,RTE069,"Jl. Pajajaran No. 203, Balikpapan","Jl. Veteran No. 90, Pontianak",4.3,dokumen,same_day,2022-10-24,2022-10-24,2022-10-25,delivered,206400,TRK2210240001
SHP00208,CUS0442,RTE036,"Jl. Gajah Mada No. 235, Bandung","Jl. Margonda No. 125, Solo",45.9,fragile,same_day,2024-12-08,2024-12-08,2024-12-09,delivered,1445850,TRK2412080001
SHP00209,CUS0042,RTE010,"Jl. Hayam Wuruk No. 191, Jakarta","Jl. Thamrin No. 76, Denpasar",30.5,paket_besar,regular,2024-02-22,2024-02-26,2024-02-27,delivered,427000,TRK2402220001
SHP00210,CUS0081,RTE044,"Jl. Kebon Jeruk No. 155, Semarang","Jl. Cendrawasih No. 206, Denpasar",1.2,fragile,regular,2022-06-12,2022-06-16,,in_transit,13800,TRK2206120001
SHP00211,CUS0444,RTE015,"Jl. Merdeka No. 293, Jakarta","Jl. Ahmad Yani No. 156, Makassar",30.8,paket_sedang,regular,2022-04-11,2022-04-16,,returned,508200,TRK2204110001
SHP00212,CUS0384,RTE074,"Jl. Melati No. 111, Palembang","Jl. Setiabudi No. 224, Lampung",13.8,paket_sedang,regular,2023-07-21,2023-07-24,2023-07-25,delivered,131100,TRK2307210002
SHP00213,CUS0047,RTE078,"Jl. Imam Bonjol No. 93, Pontianak","Jl. Raya Bogor No. 146, Balikpapan",13.7,paket_sedang,regular,2024-04-28,2024-05-02,2024-05-03,delivered,178100,TRK2404280001
SHP00214,CUS0282,RTE035,"Jl. Mawar No. 163, Bandung","Jl. Asia Afrika No. 114, Surabaya",11.3,paket_besar,regular,2022-05-11,2022-05-15,2022-05-16,delivered,129950,TRK2205110001
SHP00215,CUS0472,RTE076,"Jl. Cendrawasih No. 169, Palembang","Jl. Kenanga No. 200, Jakarta",23.8,paket_sedang,regular,2023-11-29,2023-12-02,2023-12-02,delivered,226100,TRK2311290001
SHP00216,CUS0456,RTE020,"Jl. Mawar No. 256, Surabaya","Jl. Merdeka No. 273, Malang",34.9,paket_sedang,regular,2024-04-05,2024-04-06,2024-04-05,delivered,261750,TRK2404050001
SHP00217,CUS0586,RTE011,"Jl. Kebon Jeruk No. 250, Jakarta","Jl. Kenanga No. 177, Medan",4.2,paket_besar,express,2024-01-27,2024-01-30,,in_transit,157500,TRK2401270002
SHP00218,CUS0312,RTE038,"Jl. Setiabudi No. 162, Bandung","Jl. Mawar No. 240, Cirebon",1.6,paket_sedang,regular,2023-12-22,2023-12-24,2023-12-25,delivered,12800,TRK2312220001
SHP00219,CUS0426,RTE003,"Jl. Setiabudi No. 146, Jakarta","Jl. Kenanga No. 252, Tangerang",49.5,paket_kecil,express,2022-09-27,2022-09-28,,returned,693000,TRK2209270001
SHP00220,CUS0388,RTE078,"Jl. Asia Afrika No. 50, Pontianak","Jl. Imam Bonjol No. 112, Balikpapan",10.6,paket_kecil,regular,2023-01-01,2023-01-05,2023-01-08,delivered,137800,TRK2301010001
SHP00221,CUS0411,RTE071,"Jl. Cendrawasih No. 181, Pekanbaru","Jl. Setiabudi No. 112, Padang",21.0,paket_sedang,regular,2024-01-14,2024-01-16,2024-01-17,delivered,178500,TRK2401140001
SHP00222,CUS0326,RTE065,"Jl. Kenanga No. 273, Yogyakarta","Jl. Imam Bonjol No. 116, Surabaya",43.0,paket_sedang,regular,2023-08-10,2023-08-13,,in_transit,387000,TRK2308100001
SHP00223,CUS0461,RTE021,"Jl. Pahlawan No. 205, Surabaya","Jl. Pemuda No. 2, Yogyakarta",26.7,paket_kecil,regular,2022-12-19,2022-12-22,2022-12-23,delivered,240300,TRK2212190002
SHP00224,CUS0101,RTE050,"Jl. Mangga No. 215, Medan","Jl. Cendrawasih No. 211, Jakarta",9.5,dokumen,regular,2022-10-11,2022-10-16,2022-10-17,delivered,171000,TRK2210110001
SHP00225,CUS0516,RTE011,"Jl. Cempaka No. 293, Jakarta","Jl. Pajajaran No. 210, Medan",47.3,paket_kecil,regular,2022-12-07,2022-12-12,2022-12-13,delivered,851400,TRK2212070001
SHP00226,CUS0484,RTE012,"Jl. Gajah Mada No. 12, Jakarta","Jl. Pajajaran No. 200, Palembang",27.6,paket_besar,regular,2024-07-26,2024-07-29,2024-07-29,delivered,262200,TRK2407260001
SHP00227,CUS0246,RTE023,"Jl. Melati No. 103, Surabaya","Jl. Hayam Wuruk No. 68, Denpasar",14.7,paket_besar,regular,2024-08-02,2024-08-05,2024-08-06,delivered,139650,TRK2408020002
SHP00228,CUS0455,RTE031,"Jl. Pahlawan No. 237, Surabaya","Jl. Anggrek No. 57, Pekanbaru",40.2,paket_besar,regular,2023-05-17,2023-05-22,,in_transit,683400,TRK2305170001
SHP00229,CUS0474,RTE009,"Jl. Sudirman No. 17, Jakarta","Jl. Raya Bogor No. 209, Malang",43.4,fragile,regular,2022-05-25,2022-05-29,,in_transit,520800,TRK2205250001
SHP00230,CUS0428,RTE034,"Jl. Margonda No. 276, Bandung","Jl. Asia Afrika No. 274, Yogyakarta",35.8,paket_sedang,same_day,2022-05-03,2022-05-03,,in_transit,1208250,TRK2205030001
SHP00231,CUS0300,RTE051,"Jl. Pajajaran No. 21, Medan","Jl. Gajah Mada No. 205, Batam",35.9,paket_sedang,express,2024-06-20,2024-06-22,,in_transit,915450,TRK2406200002
SHP00232,CUS0439,RTE016,"Jl. Asia Afrika No. 75, Jakarta","Jl. Ahmad Yani No. 297, Manado",37.7,paket_kecil,regular,2024-01-21,2024-01-28,2024-01-28,delivered,810550,TRK2401210001
SHP00233,CUS0348,RTE019,"Jl. Veteran No. 248, Jakarta","Jl. Merdeka No. 136, Banjarmasin",4.9,paket_sedang,regular,2024-07-27,2024-07-31,2024-08-03,delivered,66150,TRK2407270001
SHP00234,CUS0504,RTE032,"Jl. Setiabudi No. 134, Bandung","Jl. Hayam Wuruk No. 152, Bogor",34.5,paket_kecil,regular,2023-06-13,2023-06-15,2023-06-16,delivered,276000,TRK2306130001
SHP00235,CUS0037,RTE018,"Jl. Diponegoro No. 268, Jakarta","Jl. Pemuda No. 14, Pontianak",11.1,paket_kecil,regular,2023-08-20,2023-08-24,2023-08-24,delivered,127650,TRK2308200001
SHP00236,CUS0163,RTE073,"Jl. Kebon Jeruk No. 157, Pekanbaru","Jl. Melati No. 226, Medan",33.7,paket_kecil,express,2022-09-21,2022-09-22,,in_transit,775100,TRK2209210001
SHP00237,CUS0151,RTE078,"Jl. Pemuda No. 197, Pontianak","Jl. Ahmad Yani No. 117, Balikpapan",1.5,paket_kecil,regular,2022-10-31,2022-11-04,2022-11-05,delivered,19500,TRK2210310001
SHP00238,CUS0266,RTE047,"Jl. Pajajaran No. 261, Medan","Jl. Pajajaran No. 265, Pekanbaru",20.4,paket_sedang,regular,2023-12-06,2023-12-09,,in_transit,193800,TRK2312060001
SHP00239,CUS0160,RTE076,"Jl. Anggrek No. 161, Palembang","Jl. Anggrek No. 192, Jakarta",19.0,fragile,express,2022-12-13,2022-12-15,2022-12-18,delivered,351500,TRK2212130002
SHP00240,CUS0494,RTE023,"Jl. Melati No. 195, Surabaya","Jl. Sudirman No. 34, Denpasar",17.2,paket_kecil,regular,2022-11-04,2022-11-07,2022-11-07,delivered,163400,TRK2211040001
SHP00241,CUS0123,RTE026,"Jl. Gajah Mada No. 256, Surabaya","Jl. Mawar No. 292, Solo",45.6,fragile,same_day,2024-12-09,2024-12-09,2024-12-12,delivered,1368000,TRK2412090001
SHP00242,CUS0208,RTE047,"Jl. Raya Bogor No. 17, Medan","Jl. Imam Bonjol No. 51, Pekanbaru",47.6,paket_sedang,regular,2024-12-31,2025-01-03,2025-01-05,delivered,452200,TRK2412310001
SHP00243,CUS0551,RTE011,"Jl. Thamrin No. 229, Jakarta","Jl. Mangga No. 268, Medan",12.5,paket_kecil,same_day,2023-01-10,2023-01-10,2023-01-11,delivered,703125,TRK2301100001
SHP00244,CUS0251,RTE030,"Jl. Margonda No. 234, Surabaya","Jl. Pahlawan No. 21, Palembang",49.0,paket_kecil,regular,2022-07-07,2022-07-12,,in_transit,686000,TRK2207070001
SHP00245,CUS0195,RTE009,"Jl. Diponegoro No. 268, Jakarta","Jl. Pemuda No. 32, Malang",10.5,paket_kecil,same_day,2024-09-04,2024-09-04,2024-09-05,delivered,448875,TRK2409040001
SHP00246,CUS0550,RTE007,"Jl. Hayam Wuruk No. 38, Jakarta","Jl. Merdeka No. 245, Yogyakarta",5.9,dokumen,regular,2022-07-24,2022-07-27,2022-07-28,delivered,61950,TRK2207240001
SHP00247,CUS0221,RTE077,"Jl. Melati No. 154, Pontianak","Jl. Mangga No. 5, Singkawang",29.1,paket_besar,regular,2024-06-25,2024-06-27,2024-06-29,delivered,232800,TRK2406250001
SHP00248,CUS0200,RTE076,"Jl. Kebon Jeruk No. 234, Palembang","Jl. Sudirman No. 129, Jakarta",37.8,paket_sedang,express,2022-12-28,2022-12-30,2022-12-30,delivered,699300,TRK2212280001
SHP00249,CUS0495,RTE066,"Jl. Pemuda No. 154, Yogyakarta","Jl. Ahmad Yani No. 273, Bandung",12.5,paket_kecil,express,2024-10-27,2024-10-28,2024-10-28,delivered,281250,TRK2410270001
SHP00250,CUS0451,RTE015,"Jl. Setiabudi No. 94, Jakarta","Jl. Melati No. 4, Makassar",16.0,fragile,express,2024-10-12,2024-10-15,2024-10-15,delivered,520000,TRK2410120001
SHP00251,CUS0068,RTE056,"Jl. Raya Bogor No. 156, Makassar","Jl. Asia Afrika No. 227, Kendari",17.2,paket_sedang,regular,2023-02-01,2023-02-04,2023-02-06,delivered,163400,TRK2302010001
SHP00252,CUS0238,RTE028,"Jl. Pemuda No. 257, Surabaya","Jl. Pemuda No. 164, Balikpapan",38.3,paket_sedang,express,2023-09-07,2023-09-09,2023-09-12,delivered,919200,TRK2309070003
SHP00253,CUS0216,RTE074,"Jl. Raya Bogor No. 80, Palembang","Jl. Hayam Wuruk No. 81, Lampung",9.7,paket_kecil,regular,2022-11-20,2022-11-23,2022-11-24,delivered,92150,TRK2211200001
SHP00254,CUS0161,RTE042,"Jl. Anggrek No. 243, Semarang","Jl. Kebon Jeruk No. 214, Malang",39.0,paket_kecil,regular,2024-08-24,2024-08-27,,returned,370500,TRK2408240002
SHP00255,CUS0311,RTE048,"Jl. Diponegoro No. 157, Medan","Jl. Hayam Wuruk No. 182, Palembang",41.5,paket_kecil,regular,2024-05-21,2024-05-26,2024-05-27,delivered,622500,TRK2405210001
